description	gene
Gene expression GO:0010467	rpsK
Gene expression GO:0010467	rpsM
Gene expression GO:0010467	rpmJ
Gene expression GO:0010467	rpmD
Gene expression GO:0010467	rplR
Gene expression GO:0010467	rplF
Gene expression GO:0010467	rpsH
Gene expression GO:0010467	rpsN
Gene expression GO:0010467	rplX
Gene expression GO:0010467	rplN
Gene expression GO:0010467	rpsQ
Gene expression GO:0010467	rpmC
Gene expression GO:0010467	rplP
Gene expression GO:0010467	rpsC
Gene expression GO:0010467	rplV
Gene expression GO:0010467	rpsS
Gene expression GO:0010467	rplB
Gene expression GO:0010467	rplD
Gene expression GO:0010467	rplC
Gene expression GO:0010467	rpsJ
Gene expression GO:0010467	fusA
Gene expression GO:0010467	rpsG
Gene expression GO:0010467	rpsL
Gene expression GO:0010467	crp
Gene expression GO:0010467	trpS
Gene expression GO:0010467	glyS
Gene expression GO:0010467	glyQ
Gene expression GO:0010467	rpmG
Gene expression GO:0010467	rpmB
Gene expression GO:0010467	gyrB
Gene expression GO:0010467	rpmH
Gene expression GO:0010467	rnpA
Gene expression GO:0010467	rpmE
Gene expression GO:0010467	nusG
Gene expression GO:0010467	rplK
Gene expression GO:0010467	rplA
Gene expression GO:0010467	rplJ
Gene expression GO:0010467	rplL
Gene expression GO:0010467	rpoC
Gene expression GO:0010467	rpsF
Gene expression GO:0010467	rpsR
Gene expression GO:0010467	rplI
Gene expression GO:0010467	valS
Regulation of protein metabolic process GO:0051246	secM
Regulation of protein metabolic process GO:0051246	tsf
Regulation of protein metabolic process GO:0051246	infA
Regulation of protein metabolic process GO:0051246	rpsA
Regulation of protein metabolic process GO:0051246	prfA
Regulation of protein metabolic process GO:0051246	rplT
Regulation of protein metabolic process GO:0051246	infC
Regulation of protein metabolic process GO:0051246	thrS
Regulation of protein metabolic process GO:0051246	rplY
Regulation of protein metabolic process GO:0051246	accD
Regulation of protein metabolic process GO:0051246	csrA
Regulation of protein metabolic process GO:0051246	thyA
Regulation of protein metabolic process GO:0051246	prfB
Regulation of protein metabolic process GO:0051246	rpsO
Regulation of protein metabolic process GO:0051246	infB
Regulation of protein metabolic process GO:0051246	ftsH
Regulation of protein metabolic process GO:0051246	rplM
Regulation of protein metabolic process GO:0051246	rpsD
Regulation of protein metabolic process GO:0051246	rpsH
Regulation of protein metabolic process GO:0051246	rplD
Regulation of protein metabolic process GO:0051246	fusA
Regulation of protein metabolic process GO:0051246	rpsG
Regulation of protein metabolic process GO:0051246	rpmE
Regulation of protein metabolic process GO:0051246	rplA
Regulation of protein metabolic process GO:0051246	rplJ
Regulation of protein metabolic process GO:0051246	hfq
Regulation of protein metabolic process GO:0051246	valS
mRNA regulatory element binding translation repressor activity GO:0000900	rplT
mRNA regulatory element binding translation repressor activity GO:0000900	thrS
mRNA regulatory element binding translation repressor activity GO:0000900	rpsD
Negative regulation of protein metabolic process GO:0051248	rpsA
Negative regulation of protein metabolic process GO:0051248	rplT
Negative regulation of protein metabolic process GO:0051248	thrS
Negative regulation of protein metabolic process GO:0051248	rplY
Negative regulation of protein metabolic process GO:0051248	accD
Negative regulation of protein metabolic process GO:0051248	csrA
Negative regulation of protein metabolic process GO:0051248	rpsO
Negative regulation of protein metabolic process GO:0051248	ftsH
Negative regulation of protein metabolic process GO:0051248	rplM
Negative regulation of protein metabolic process GO:0051248	rpsD
Negative regulation of protein metabolic process GO:0051248	rplD
Negative regulation of protein metabolic process GO:0051248	rpsG
Negative regulation of protein metabolic process GO:0051248	rpmE
Negative regulation of protein metabolic process GO:0051248	rplA
Negative regulation of protein metabolic process GO:0051248	rplJ
Plasma membrane respirasome GO:0070470	sdhA
Plasma membrane respirasome GO:0070470	nuoN
Plasma membrane respirasome GO:0070470	nuoM
Plasma membrane respirasome GO:0070470	nuoL
Plasma membrane respirasome GO:0070470	nuoK
Plasma membrane respirasome GO:0070470	nuoJ
Plasma membrane respirasome GO:0070470	nuoI
Plasma membrane respirasome GO:0070470	nuoH
Plasma membrane respirasome GO:0070470	nuoG
Plasma membrane respirasome GO:0070470	nuoF
Plasma membrane respirasome GO:0070470	nuoE
Plasma membrane respirasome GO:0070470	nuoC
Plasma membrane respirasome GO:0070470	nuoB
Plasma membrane respirasome GO:0070470	nuoA
glycyl-tRNA aminoacylation GO:0006426	glyS
glycyl-tRNA aminoacylation GO:0006426	glyQ
tRNA binding GO:0000049	pheT
tRNA binding GO:0000049	pheS
tRNA binding GO:0000049	thrS
tRNA binding GO:0000049	gltX
tRNA binding GO:0000049	alaS
tRNA binding GO:0000049	rpmA
tRNA binding GO:0000049	rpsI
tRNA binding GO:0000049	rpsM
tRNA binding GO:0000049	rplP
tRNA binding GO:0000049	rpsS
tRNA binding GO:0000049	rpsJ
tRNA binding GO:0000049	rpsG
tRNA binding GO:0000049	rpsL
tRNA binding GO:0000049	rpmG
tRNA binding GO:0000049	rnpA
tRNA binding GO:0000049	rplA
Mature ribosome assembly GO:0042256	rpmA
Mature ribosome assembly GO:0042256	rplV
Negative regulation of cytoplasmic translation GO:2000766	rpsA
Negative regulation of cytoplasmic translation GO:2000766	rplD
SRP-dependent cotranslational protein targeting to membrane, translocation GO:0006616	secG
SRP-dependent cotranslational protein targeting to membrane, translocation GO:0006616	secY
SRP-dependent cotranslational protein targeting to membrane, translocation GO:0006616	secE
Tetrapyrrole biosynthetic process from glutamate GO:0033526	hemA
Tetrapyrrole biosynthetic process from glutamate GO:0033526	hemE
Oxidative phosphorylation GO:0006119	cyoD
Oxidative phosphorylation GO:0006119	cyoA
Oxidative phosphorylation GO:0006119	cydB
Oxidative phosphorylation GO:0006119	nuoN
Oxidative phosphorylation GO:0006119	nuoM
Oxidative phosphorylation GO:0006119	nuoL
Oxidative phosphorylation GO:0006119	nuoK
Oxidative phosphorylation GO:0006119	nuoG
Positive regulation of translation GO:0045727	rpsA
Positive regulation of translation GO:0045727	csrA
Positive regulation of translation GO:0045727	rpsD
Positive regulation of translation GO:0045727	hfq
Positive regulation of translation GO:0045727	valS
Assembly of large subunit precursor of preribosome GO:1902626	rpmA
Assembly of large subunit precursor of preribosome GO:1902626	rplV
Intracellular membrane-bounded organelle GO:0043231	nusB
Intracellular membrane-bounded organelle GO:0043231	dnaX
Intracellular membrane-bounded organelle GO:0043231	holA
Intracellular membrane-bounded organelle GO:0043231	nusA
Intracellular membrane-bounded organelle GO:0043231	rpoA
Intracellular membrane-bounded organelle GO:0043231	rpsJ
Intracellular membrane-bounded organelle GO:0043231	nusG
Intracellular membrane-bounded organelle GO:0043231	rpoC
Intracellular membrane-bounded organelle GO:0043231	mgtA
Translation termination factor activity GO:0008079	prfA
Translation termination factor activity GO:0008079	prfB
Cellular nitrogen compound biosynthetic process GO:0044271	rpsT
Cellular nitrogen compound biosynthetic process GO:0044271	ribF
Cellular nitrogen compound biosynthetic process GO:0044271	aceF
Cellular nitrogen compound biosynthetic process GO:0044271	rpsB
Cellular nitrogen compound biosynthetic process GO:0044271	tsf
Cellular nitrogen compound biosynthetic process GO:0044271	proS
Cellular nitrogen compound biosynthetic process GO:0044271	ribE
Cellular nitrogen compound biosynthetic process GO:0044271	nusB
Cellular nitrogen compound biosynthetic process GO:0044271	dxs
Cellular nitrogen compound biosynthetic process GO:0044271	cyoE
Cellular nitrogen compound biosynthetic process GO:0044271	dnaX
Cellular nitrogen compound biosynthetic process GO:0044271	adk
Cellular nitrogen compound biosynthetic process GO:0044271	cysS
Cellular nitrogen compound biosynthetic process GO:0044271	holA
Cellular nitrogen compound biosynthetic process GO:0044271	leuS
Cellular nitrogen compound biosynthetic process GO:0044271	glnS
Cellular nitrogen compound biosynthetic process GO:0044271	infA
Cellular nitrogen compound biosynthetic process GO:0044271	serS
Cellular nitrogen compound biosynthetic process GO:0044271	rpsA
Cellular nitrogen compound biosynthetic process GO:0044271	kdsB
Cellular nitrogen compound biosynthetic process GO:0044271	asnS
Cellular nitrogen compound biosynthetic process GO:0044271	tmk
Cellular nitrogen compound biosynthetic process GO:0044271	prs
Cellular nitrogen compound biosynthetic process GO:0044271	hemA
Cellular nitrogen compound biosynthetic process GO:0044271	prfA
Cellular nitrogen compound biosynthetic process GO:0044271	ribA
Cellular nitrogen compound biosynthetic process GO:0044271	dicA
Cellular nitrogen compound biosynthetic process GO:0044271	tyrS
Cellular nitrogen compound biosynthetic process GO:0044271	ribC
Cellular nitrogen compound biosynthetic process GO:0044271	pheT
Cellular nitrogen compound biosynthetic process GO:0044271	pheS
Cellular nitrogen compound biosynthetic process GO:0044271	rplT
Cellular nitrogen compound biosynthetic process GO:0044271	rpmI
Cellular nitrogen compound biosynthetic process GO:0044271	infC
Cellular nitrogen compound biosynthetic process GO:0044271	thrS
Cellular nitrogen compound biosynthetic process GO:0044271	aspS
Cellular nitrogen compound biosynthetic process GO:0044271	argS
Cellular nitrogen compound biosynthetic process GO:0044271	dcd
Cellular nitrogen compound biosynthetic process GO:0044271	rplY
Cellular nitrogen compound biosynthetic process GO:0044271	pta
Cellular nitrogen compound biosynthetic process GO:0044271	accD
Cellular nitrogen compound biosynthetic process GO:0044271	gltX
Cellular nitrogen compound biosynthetic process GO:0044271	guaA
Cellular nitrogen compound biosynthetic process GO:0044271	hisS
Cellular nitrogen compound biosynthetic process GO:0044271	rpoE
Cellular nitrogen compound biosynthetic process GO:0044271	rplS
Cellular nitrogen compound biosynthetic process GO:0044271	rpsP
Cellular nitrogen compound biosynthetic process GO:0044271	nadK
Cellular nitrogen compound biosynthetic process GO:0044271	alaS
Cellular nitrogen compound biosynthetic process GO:0044271	rpoS
Cellular nitrogen compound biosynthetic process GO:0044271	thyA
Cellular nitrogen compound biosynthetic process GO:0044271	prfB
Cellular nitrogen compound biosynthetic process GO:0044271	hldE
Cellular nitrogen compound biosynthetic process GO:0044271	rpsU
Cellular nitrogen compound biosynthetic process GO:0044271	dnaG
Cellular nitrogen compound biosynthetic process GO:0044271	rpoD
Cellular nitrogen compound biosynthetic process GO:0044271	rpsO
Cellular nitrogen compound biosynthetic process GO:0044271	infB
Cellular nitrogen compound biosynthetic process GO:0044271	nusA
Cellular nitrogen compound biosynthetic process GO:0044271	rimP
Cellular nitrogen compound biosynthetic process GO:0044271	rpmA
Cellular nitrogen compound biosynthetic process GO:0044271	rplU
Cellular nitrogen compound biosynthetic process GO:0044271	murA
Cellular nitrogen compound biosynthetic process GO:0044271	rpsI
Cellular nitrogen compound biosynthetic process GO:0044271	rplM
Cellular nitrogen compound biosynthetic process GO:0044271	accB
Cellular nitrogen compound biosynthetic process GO:0044271	rplQ
Cellular nitrogen compound biosynthetic process GO:0044271	rpoA
Cellular nitrogen compound biosynthetic process GO:0044271	rpsD
Cellular nitrogen compound biosynthetic process GO:0044271	rpsK
Cellular nitrogen compound biosynthetic process GO:0044271	rpsM
Cellular nitrogen compound biosynthetic process GO:0044271	rpmJ
Cellular nitrogen compound biosynthetic process GO:0044271	rpmD
Cellular nitrogen compound biosynthetic process GO:0044271	rplR
Cellular nitrogen compound biosynthetic process GO:0044271	rplF
Cellular nitrogen compound biosynthetic process GO:0044271	rpsH
Cellular nitrogen compound biosynthetic process GO:0044271	rpsN
Cellular nitrogen compound biosynthetic process GO:0044271	rplX
Cellular nitrogen compound biosynthetic process GO:0044271	rplN
Cellular nitrogen compound biosynthetic process GO:0044271	rpsQ
Cellular nitrogen compound biosynthetic process GO:0044271	rpmC
Cellular nitrogen compound biosynthetic process GO:0044271	rplP
Cellular nitrogen compound biosynthetic process GO:0044271	rpsC
Cellular nitrogen compound biosynthetic process GO:0044271	rplV
Cellular nitrogen compound biosynthetic process GO:0044271	rpsS
Cellular nitrogen compound biosynthetic process GO:0044271	rplB
Cellular nitrogen compound biosynthetic process GO:0044271	rplD
Cellular nitrogen compound biosynthetic process GO:0044271	rplC
Cellular nitrogen compound biosynthetic process GO:0044271	rpsJ
Cellular nitrogen compound biosynthetic process GO:0044271	fusA
Cellular nitrogen compound biosynthetic process GO:0044271	rpsG
Cellular nitrogen compound biosynthetic process GO:0044271	rpsL
Cellular nitrogen compound biosynthetic process GO:0044271	crp
Cellular nitrogen compound biosynthetic process GO:0044271	trpS
Cellular nitrogen compound biosynthetic process GO:0044271	glyS
Cellular nitrogen compound biosynthetic process GO:0044271	glyQ
Cellular nitrogen compound biosynthetic process GO:0044271	rfaD
Cellular nitrogen compound biosynthetic process GO:0044271	rpmG
Cellular nitrogen compound biosynthetic process GO:0044271	rpmB
Cellular nitrogen compound biosynthetic process GO:0044271	dfp
Cellular nitrogen compound biosynthetic process GO:0044271	gmk
Cellular nitrogen compound biosynthetic process GO:0044271	gyrB
Cellular nitrogen compound biosynthetic process GO:0044271	dnaN
Cellular nitrogen compound biosynthetic process GO:0044271	rpmH
Cellular nitrogen compound biosynthetic process GO:0044271	atpC
Cellular nitrogen compound biosynthetic process GO:0044271	atpD
Cellular nitrogen compound biosynthetic process GO:0044271	atpG
Cellular nitrogen compound biosynthetic process GO:0044271	atpA
Cellular nitrogen compound biosynthetic process GO:0044271	atpH
Cellular nitrogen compound biosynthetic process GO:0044271	atpE
Cellular nitrogen compound biosynthetic process GO:0044271	atpB
Cellular nitrogen compound biosynthetic process GO:0044271	hemC
Cellular nitrogen compound biosynthetic process GO:0044271	cyaA
Cellular nitrogen compound biosynthetic process GO:0044271	rpmE
Cellular nitrogen compound biosynthetic process GO:0044271	nusG
Cellular nitrogen compound biosynthetic process GO:0044271	rplK
